0.91204815,0.9324951
1.0511475,1.0375065
1.555359,1.2879945
1.134644,1.204407
0.9885254,1.489624
1.392151,1.503906
0.9884033,1.043396
0.73776245,1.29498285
1.05835,1.232178
0.9884644,0.9469604
1.120789,1.183472
0.9467773,0.8909912
1.204346,1.239136
0.7867432,0.9119873
0.84246825,0.9050293
1.072144,1.15825273972704
1.280884,1.336914
1.0859375,1.058411
1.545654,1.5177
0.9605713,1.072083
1.079224,1.40625
0.9468689,0.8354492
0.973632085899249,1.030396
0.7727051,1.030334
1.0006598918935,0.9606934
1.099915,1.16978704999817
1.197144,1.106995
1.169067,1.14786028571102
1.378418,1.204346
1.239197,1.253235
1.18335,1.266968
1.127747,1.113892
1.113831,1.18335
1.1416625,1.392395
0.9329834,1.00930765
1.1905215,1.406433
1.322754,0.7240601
1.044067,1.065002
1.1623535,1.211975
1.3577575,1.3992005
1.308838,1.2461855
0.95364355,1.308777
1.163025,1.0372316
1.086426,1.239136
1.364014,1.14175415
1.329834,1.0165712
1.156006,1.25305165
1.287842,1.030273
1.127747,1.058289
1.183472,1.2113345
0.9467773,1.016479
1.218323,1.364624
1.267212,1.315796
1.28125,1.239136
0.8771973,0.9954832
1.2253115,0.9050293
1.099792,1.197449
1.197693,1.100342
1.072266,1.0929875
1.099731,0.89797975
0.9602969,1.002502
1.343628,1.211304
1.072235,1.16272
0.8355103,0.99542215
1.134674,1.406128
1.2110905,1.239227
1.301941,1.2112735
1.114014,1.0448
1.132141,1.4237365
1.388916,1.3543395
1.141602,1.0720522
1.166504,1.2080995
1.079102,1.162598
1.291382,1.360718
1.277588,1.346863
1.110901,1.194275
1.2218325,1.263611
1.106812,1.252808
1.329651,1.392334
0.9328613,0.9886475
1.566467,1.615234
1.249756,1.16626
1.0625305,1.5760195
1.2149355,1.15271
1.207886,1.152649
1.079102,1.05835
1.22522,1.308777
0.9472046,1.030823
1.072113,1.14151
0.9192505,1.0877075
1.043945,1.211548
0.96783445,1.086151
1.1347355,1.2184145
1.127777,1.420166
1.099854,1.030029
0.91921995,0.9885864
1.197266,1.516785
1.225647,1.301575
1.0095825,1.1000065
1.169434,1.197266
0.89801025,1.100281
1.00265525,0.8493042
1.099609,1.176514
